method_id,origin,track,family,feature1,op1,threshold1,feature2,op2,threshold2,price_band,venue,full_n,full_wins,full_win_rate,full_roi,full_units,full_active_seasons,full_positive_seasons,full_negative_seasons,full_max_negative_streak,full_roi_se,train_n,train_wins,train_win_rate,train_roi,train_units,train_active_seasons,train_positive_seasons,train_negative_seasons,train_max_negative_streak,train_roi_se,validation_n,validation_wins,validation_win_rate,validation_roi,validation_units,validation_active_seasons,validation_positive_seasons,validation_negative_seasons,validation_max_negative_streak,validation_roi_se,holdout_n,holdout_wins,holdout_win_rate,holdout_roi,holdout_units,holdout_active_seasons,holdout_positive_seasons,holdout_negative_seasons,holdout_max_negative_streak,holdout_roi_se,raw_id,semantic1,semantic2,semantic_signature,positive_season_ratio,robust_score,research_tier
NFL-U352,EXISTING_1859,LONG,PAIR,rank_edge_pass_epa_per_dropback,>=,6.0,recent_edge_sack_rate_allowed,>=,0.0162054663403768,DOG35_49,AWAY,137,72,0.5255474452554745,0.2594890510948905,35.55,19,14,5,1,0.10370116765138915,70,38,0.5428571428571428,0.2962857142857143,20.740000000000002,9,7,2,1,0.1446495259562268,32,17,0.53125,0.25625,8.2,5,3,2,1,0.21470476259423116,35,17,0.4857142857142857,0.18885714285714283,6.609999999999999,5,4,1,1,0.21165167651797412,E0799,PASSING,PASS_PROTECTION_RUSH,PASSING+PASS_PROTECTION_RUSH,0.7368421052631579,2.679239744622057,A
NFL-U353,EXISTING_1859,LONG,PAIR,recent_edge_success_rate,>=,0.0,rank_edge_sack_rate_allowed,>=,1.0,DOG35_49,AWAY,312,153,0.49038461538461536,0.15605769230769231,48.69,20,16,3,1,0.06741799180323305,139,69,0.49640287769784175,0.1658273381294964,23.05,9,7,1,1,0.1006997154406077,79,39,0.4936708860759494,0.19240506329113927,15.200000000000001,5,5,0,0,0.1381918538985916,94,45,0.4787234042553192,0.11106382978723406,10.440000000000001,6,4,2,1,0.12125473318576928,E0760,EFFICIENCY,PASS_PROTECTION_RUSH,EFFICIENCY+PASS_PROTECTION_RUSH,0.8,2.677159497937176,B
NFL-U354,EXISTING_1859,LONG,PAIR,rank_edge_sack_rate_allowed,>=,-6.0,rank_edge_def_allowed_sack_or_hit_rate,>=,14.0,DOG35_49,AWAY,117,60,0.5128205128205128,0.22205128205128202,25.979999999999997,18,12,6,3,0.11163717087132023,54,27,0.5,0.20851851851851852,11.26,8,5,3,1,0.16756496021395098,34,17,0.5,0.1741176470588235,5.919999999999999,5,3,2,2,0.2057164852603058,29,16,0.5517241379310345,0.3034482758620689,8.799999999999999,5,4,1,1,0.2247720661902316,E0541,PASS_PROTECTION_RUSH,PASS_PROTECTION_RUSH,PASS_PROTECTION_RUSH,0.6666666666666666,2.677118510805021,B
NFL-U355,NEW_CONTEXT,LONG,UNIVARIATE,westward_tz_hours,>=,2.0,,,,DOG35_49,ANY,135,67,0.4962962962962963,0.20318518518518516,27.429999999999996,19,14,5,2,0.10572405082919985,44,22,0.5,0.21750000000000005,9.570000000000002,8,5,3,1,0.18735984895946667,37,17,0.4594594594594595,0.1213513513513514,4.490000000000002,5,4,1,1,0.20482548133014714,54,28,0.5185185185185185,0.24759259259259256,13.369999999999997,6,5,1,1,0.16670941489202032,C00159,TRAVEL_CIRCADIAN,,TRAVEL_CIRCADIAN,0.7368421052631579,2.6599079382357846,B
NFL-U356,CONTEXT_CORE_PAIR,LONG,PAIR,base_vs_open_prob_move,<=,-0.007240479055100779,recent_edge_punt_return_average,>=,0.0,DOG35_49,AWAY,174,86,0.4942528735632184,0.17827586206896553,31.020000000000003,20,12,8,2,0.09146899146084728,72,34,0.4722222222222222,0.12083333333333332,8.7,9,6,3,1,0.14168692895692847,44,25,0.5681818181818182,0.36022727272727273,15.85,5,3,2,2,0.18337062846126545,58,27,0.46551724137931033,0.11155172413793102,6.469999999999999,6,3,3,2,0.15907301068953497,P00278,OTHER,SPECIAL_TEAMS,OTHER+SPECIAL_TEAMS,0.6,2.659039142538733,C
NFL-U357,EXISTING_1859,LONG,PAIR,recent_edge_punt_return_average,>=,2.472222222222221,rank_edge_sack_or_hit_rate,>=,1.0,DOG35_49,AWAY,201,101,0.5024875621890548,0.2171641791044776,43.65,20,16,4,2,0.08648568218748733,101,53,0.5247524752475248,0.258019801980198,26.06,9,8,1,1,0.12096477024176576,44,22,0.5,0.21795454545454546,9.59,5,4,1,1,0.18733853641116682,56,26,0.4642857142857143,0.14285714285714285,7.999999999999999,6,4,2,2,0.16711837982608538,E0833,SPECIAL_TEAMS,PASS_PROTECTION_RUSH,PASS_PROTECTION_RUSH+SPECIAL_TEAMS,0.8,2.65704718028425,B
NFL-U358,EXISTING_1859,LONG,PAIR,recent_edge_sack_or_hit_rate,>=,4.528103757894808e-05,recent_edge_def_allowed_yards_per_play,<=,-0.9352589092171284,DOG35_49,AWAY,95,52,0.5473684210526316,0.32094736842105265,30.490000000000002,18,12,6,2,0.12518153212023284,43,26,0.6046511627906976,0.4346511627906977,18.69,8,7,1,1,0.18045235053203665,25,12,0.48,0.22080000000000005,5.520000000000001,4,2,2,2,0.2614293531083812,27,14,0.5185185185185185,0.23259259259259263,6.280000000000001,6,3,3,2,0.23601426425613042,E0820,PASS_PROTECTION_RUSH,EFFICIENCY,EFFICIENCY+PASS_PROTECTION_RUSH,0.6666666666666666,2.6387361333827126,B
NFL-U359,EXISTING_1859,LONG,PAIR,rank_edge_rush_epa_per_carry,>=,6.0,recent_edge_yards_per_play,<=,-0.3706079944677775,DOG35_49,AWAY,97,51,0.5257731958762887,0.25731958762886603,24.960000000000004,18,13,5,1,0.12308477049301354,45,23,0.5111111111111111,0.23911111111111114,10.760000000000002,8,6,2,1,0.18432125617245598,24,13,0.5416666666666666,0.335,8.040000000000001,5,4,1,1,0.25809783562367045,28,15,0.5357142857142857,0.22,6.16,5,3,2,1,0.22073829940768508,E0716,RUSHING,EFFICIENCY,EFFICIENCY+RUSHING,0.7222222222222222,2.6318848838154563,B
NFL-U360,EXISTING_1859,LONG,PAIR,recent_edge_third_down_success,>=,0.0838612368024132,rank_edge_sack_rate_allowed,>=,1.0,DOG35_49,AWAY,145,76,0.5241379310344828,0.23731034482758623,34.410000000000004,19,14,5,2,0.09910501102600076,65,36,0.5538461538461539,0.29046153846153844,18.88,9,7,2,1,0.14601261648089742,43,21,0.4883720930232558,0.1806976744186046,7.769999999999998,5,4,1,1,0.18779374048256722,37,19,0.5135135135135135,0.2097297297297297,7.759999999999999,5,3,2,2,0.19824397505755276,E0746,THIRD_DOWN,PASS_PROTECTION_RUSH,PASS_PROTECTION_RUSH+THIRD_DOWN,0.7368421052631579,2.6313741182154557,A
NFL-U361,EXISTING_1859,LONG,PAIR,rank_edge_sack_or_hit_rate,>=,1.0,recent_edge_rush_epa_per_carry,>=,0.0657297309599617,DOG35_49,AWAY,218,107,0.4908256880733945,0.17096330275229357,37.269999999999996,20,13,7,2,0.08177827647306442,94,47,0.5,0.18138297872340425,17.05,9,5,4,2,0.12360755910408314,57,26,0.45614035087719296,0.1380701754385965,7.870000000000001,5,4,1,1,0.16731411310283772,67,34,0.5074626865671642,0.1843283582089552,12.35,6,4,2,2,0.1453013873475084,E0609,PASS_PROTECTION_RUSH,RUSHING,PASS_PROTECTION_RUSH+RUSHING,0.65,2.626000471274804,B
NFL-U362,EXISTING_1859,LONG,PAIR,recent_edge_success_rate,>=,0.0,rank_edge_sack_or_hit_rate,>=,1.0,DOG35_49,AWAY,302,147,0.4867549668874172,0.15596026490066225,47.1,20,15,5,1,0.06906631204053652,140,69,0.4928571428571429,0.1659285714285714,23.229999999999997,9,7,2,1,0.10120445743043134,72,35,0.4861111111111111,0.18611111111111114,13.400000000000002,5,3,2,1,0.14626138460772603,90,43,0.4777777777777778,0.11633333333333332,10.469999999999999,6,5,1,1,0.12478300265985341,E0773,EFFICIENCY,PASS_PROTECTION_RUSH,EFFICIENCY+PASS_PROTECTION_RUSH,0.75,2.6209415808548218,B
NFL-U363,EXISTING_1859,LONG,PAIR,recent_edge_sack_or_hit_rate,>=,4.528103757894808e-05,recent_edge_fg_accuracy,<=,-0.25,DOG35_49,AWAY,101,56,0.5544554455445545,0.33386138613861394,33.720000000000006,18,13,5,2,0.12089877693056912,46,29,0.6304347826086957,0.4858695652173913,22.349999999999998,8,6,2,1,0.17198319659717698,22,11,0.5,0.2368181818181818,5.209999999999999,4,3,1,1,0.2717558637970259,33,16,0.48484848484848486,0.18666666666666668,6.16,6,4,2,2,0.21823919437075448,E0911,PASS_PROTECTION_RUSH,SPECIAL_TEAMS,PASS_PROTECTION_RUSH+SPECIAL_TEAMS,0.7222222222222222,2.6181545166408613,B
NFL-U364,EXISTING_1859,LONG,PAIR,rank_edge_def_allowed_early_down_epa,<=,-10.0,rank_edge_off_epa_per_play,>=,10.0,DOG35_49,AWAY,101,55,0.5445544554455446,0.3152475247524752,31.839999999999996,17,14,3,1,0.12150790171587268,42,26,0.6190476190476191,0.48595238095238097,20.41,8,7,1,1,0.1836809268038535,33,15,0.45454545454545453,0.1506060606060606,4.97,5,4,1,1,0.22477005901736632,26,14,0.5384615384615384,0.24846153846153848,6.460000000000001,4,3,1,1,0.23348509575737034,E0839,EFFICIENCY,EFFICIENCY,EFFICIENCY,0.8235294117647058,2.6166009437391247,B
NFL-U365,EXISTING_1859,LONG,PAIR,recent_edge_third_down_success,>=,0.0838612368024132,rank_edge_pass_epa_per_dropback,>=,6.0,DOG35_49,AWAY,128,70,0.546875,0.290625,37.2,18,13,5,2,0.10534420230675093,63,38,0.6031746031746031,0.4038095238095239,25.440000000000005,8,7,1,1,0.14628326310830414,36,17,0.4722222222222222,0.13249999999999998,4.77,5,3,2,1,0.20402473200531665,29,15,0.5172413793103449,0.2410344827586207,6.99,5,3,2,2,0.22901660878720279,E0832,THIRD_DOWN,PASSING,PASSING+THIRD_DOWN,0.7222222222222222,2.616045096637154,B
NFL-U366,CONTEXT_CORE_PAIR,LONG,PAIR,base_vs_open_prob_move,<=,-0.0016514764021672327,rank_edge_def_allowed_off_epa_per_play,<=,-10.0,DOG35_49,AWAY,109,59,0.5412844036697247,0.31981651376146786,34.86,18,14,4,1,0.11795775933621773,48,29,0.6041666666666666,0.48833333333333334,23.44,9,7,2,1,0.1767930766805503,26,12,0.46153846153846156,0.15153846153846157,3.9400000000000004,3,2,1,1,0.2513989733212573,35,18,0.5142857142857142,0.21371428571428566,7.479999999999999,6,5,1,1,0.2043818660715073,P00146,OTHER,EFFICIENCY,EFFICIENCY+OTHER,0.7777777777777778,2.6124223315255515,B
NFL-U367,EXISTING_1859,LONG,PAIR,recent_edge_def_allowed_early_down_epa,<=,-0.0003708468787594,rank_edge_sack_rate_allowed,>=,1.0,DOG35_49,AWAY,286,144,0.5034965034965035,0.1981118881118881,56.66,20,13,7,3,0.071192187579237,133,71,0.5338345864661654,0.28345864661654135,37.7,9,8,1,1,0.10543652520156324,63,30,0.47619047619047616,0.13904761904761903,8.76,5,2,3,2,0.15324576980931742,90,43,0.4777777777777778,0.11333333333333334,10.200000000000001,6,3,3,3,0.12461516290751667,E0910,EFFICIENCY,PASS_PROTECTION_RUSH,EFFICIENCY+PASS_PROTECTION_RUSH,0.65,2.6098021205052455,B
NFL-U368,EXISTING_1859,LONG,PAIR,rank_edge_rush_epa_per_carry,>=,10.0,recent_edge_rush_epa_per_carry,>=,0.0657297309599617,DOG35_49,AWAY,196,98,0.5,0.18071428571428572,35.42,20,13,7,2,0.08540026421624894,83,42,0.5060240963855421,0.20168674698795183,16.740000000000002,9,7,2,2,0.1324113284295452,55,26,0.4727272727272727,0.126,6.93,5,3,2,2,0.16379703298127232,58,30,0.5172413793103449,0.2025862068965517,11.75,6,3,3,2,0.1550773201260356,E0613,RUSHING,RUSHING,RUSHING,0.65,2.609600670251729,B
NFL-U369,EXISTING_1859,LONG,PAIR,rank_edge_sack_or_hit_rate,>=,10.0,rank_edge_redzone_epa,>=,-9.0,DOG35_49,AWAY,226,112,0.49557522123893805,0.19092920353982304,43.150000000000006,20,13,7,2,0.08088357984194514,98,51,0.5204081632653061,0.24969387755102043,24.470000000000002,9,6,3,1,0.12286231914307266,58,27,0.46551724137931033,0.12224137931034483,7.09,5,3,2,1,0.1607935634927738,70,34,0.4857142857142857,0.1655714285714286,11.590000000000002,6,4,2,2,0.14606057277666068,E0730,PASS_PROTECTION_RUSH,RED_ZONE,PASS_PROTECTION_RUSH+RED_ZONE,0.65,2.6083564731824085,B
NFL-U370,EXISTING_1859,LONG,PAIR,recent_edge_redzone_epa,<=,-0.5647699383159257,rank_edge_punt_return_average,>=,1.0,DOG35_49,ANY,147,77,0.5238095238095238,0.25387755102040815,37.32,20,14,6,3,0.09986821289892277,64,36,0.5625,0.34265625,21.93,9,7,2,1,0.15074521271379066,35,18,0.5142857142857142,0.25314285714285717,8.860000000000001,5,4,1,1,0.21114643905946176,48,23,0.4791666666666667,0.13604166666666664,6.529999999999999,6,3,3,2,0.17387753995048263,E0907,RED_ZONE,SPECIAL_TEAMS,RED_ZONE+SPECIAL_TEAMS,0.7,2.6012854850483693,B
NFL-U371,EXISTING_1859,LONG,PAIR,rank_edge_def_allowed_early_down_epa,<=,-10.0,recent_edge_giveaway_rate,>=,0.0,DOG35_49,AWAY,169,86,0.5088757396449705,0.22023668639053254,37.22,20,13,7,2,0.09339073701138083,69,36,0.5217391304347826,0.2734782608695653,18.870000000000005,9,6,3,1,0.1489471183968589,42,22,0.5238095238095238,0.2952380952380953,12.400000000000002,5,3,2,2,0.19526664758218062,58,28,0.4827586206896552,0.1025862068965517,5.949999999999998,6,4,2,2,0.15226075326215258,E0916,EFFICIENCY,TURNOVERS,EFFICIENCY+TURNOVERS,0.65,2.5928785381419264,B
NFL-U372,EXISTING_1859,LONG,PAIR,rank_edge_punt_return_average,>=,-9.0,recent_edge_success_rate,>=,0.0744940502332196,DOG35_49,ANY,128,65,0.5078125,0.17843749999999997,22.839999999999996,17,13,4,1,0.10366176149387864,67,32,0.47761194029850745,0.11671641791044776,7.82,9,6,3,1,0.14477050071394115,29,15,0.5172413793103449,0.186551724137931,5.409999999999999,4,3,1,1,0.21824776665697157,32,18,0.5625,0.3003125,9.61,4,4,0,0,0.20721583942320357,E0506,SPECIAL_TEAMS,EFFICIENCY,EFFICIENCY+SPECIAL_TEAMS,0.7647058823529411,2.59066296221686,A
NFL-U373,CONTEXT_CORE_PAIR,LONG,PAIR,base_vs_open_prob_move,<=,-0.0016514764021672327,rank_edge_def_allowed_early_down_epa,<=,-6.0,DOG35_49,AWAY,112,61,0.5446428571428571,0.3036607142857143,34.01,17,13,4,1,0.11415841092676259,56,32,0.5714285714285714,0.3998214285714286,22.39,9,8,1,1,0.16422298174101868,19,10,0.5263157894736842,0.24473684210526317,4.65,4,2,2,1,0.2820190035704767,37,19,0.5135135135135135,0.1883783783783784,6.970000000000001,4,3,1,1,0.19504773940672757,P00116,OTHER,EFFICIENCY,EFFICIENCY+OTHER,0.7647058823529411,2.5872673979445113,B
NFL-U374,EXISTING_1859,LONG,PAIR,rank_edge_punt_return_average,>=,1.0,rank_edge_def_allowed_explosive_rate,<=,-10.0,DOG35_49,AWAY,146,73,0.5,0.19910958904109588,29.07,19,15,4,1,0.10055241472988191,60,30,0.5,0.2033333333333333,12.2,9,7,2,1,0.15787048017992805,34,16,0.47058823529411764,0.15882352941176472,5.4,4,3,1,1,0.21582853030363514,52,27,0.5192307692307693,0.2205769230769231,11.47,6,5,1,1,0.16644685658788913,E0585,SPECIAL_TEAMS,EXPLOSIVENESS,EXPLOSIVENESS+SPECIAL_TEAMS,0.7894736842105263,2.5863161533904715,A
NFL-U375,EXISTING_1859,LONG,PAIR,rank_edge_third_down_success,>=,6.0,rank_edge_def_allowed_explosive_rate,<=,-10.0,DOG35_49,AWAY,111,57,0.5135135135135135,0.2523423423423423,28.009999999999998,18,13,5,2,0.1171975487688527,55,29,0.5272727272727272,0.29527272727272724,16.24,8,5,3,2,0.1683674541967376,31,14,0.45161290322580644,0.12806451612903225,3.9699999999999998,5,4,1,1,0.22823795324642188,25,14,0.56,0.31200000000000006,7.800000000000001,5,4,1,1,0.23944379994757298,E0661,THIRD_DOWN,EXPLOSIVENESS,EXPLOSIVENESS+THIRD_DOWN,0.7222222222222222,2.5709217702002456,B
NFL-U376,EXISTING_1859,LONG,PAIR,rank_edge_pass_epa_per_dropback,>=,6.0,rank_edge_sack_or_hit_rate,>=,1.0,DOG35_49,AWAY,205,102,0.4975609756097561,0.1885365853658537,38.650000000000006,19,15,4,1,0.08442717226651837,104,52,0.5,0.18509615384615385,19.25,8,6,2,1,0.11791457104227371,47,25,0.5319148936170213,0.2802127659574468,13.17,5,4,1,1,0.17908558188581347,54,25,0.46296296296296297,0.11537037037037036,6.2299999999999995,6,5,1,1,0.16627684242627136,E0876,PASSING,PASS_PROTECTION_RUSH,PASSING+PASS_PROTECTION_RUSH,0.7894736842105263,2.568377326423937,B
NFL-U377,EXISTING_1859,LONG,PAIR,rank_edge_def_allowed_early_down_epa,<=,-10.0,recent_edge_third_down_success,>=,0.0484393846893847,DOG35_49,AWAY,125,70,0.56,0.3391200000000001,42.39000000000001,18,12,6,3,0.10771701372188747,52,34,0.6538461538461539,0.5815384615384617,30.240000000000006,8,7,1,1,0.1631642669989142,38,19,0.5,0.22131578947368422,8.41,5,4,1,1,0.20286608236939901,35,17,0.4857142857142857,0.10685714285714283,3.7399999999999993,5,1,4,3,0.19641311780310924,E1154,EFFICIENCY,THIRD_DOWN,EFFICIENCY+THIRD_DOWN,0.6666666666666666,2.567342152013927,B
NFL-U378,EXISTING_1859,LONG,PAIR,recent_edge_punt_return_average,>=,0.0,rank_edge_third_down_success,>=,10.0,DOG35_49,AWAY,121,66,0.5454545454545454,0.291900826446281,35.32,18,13,5,1,0.10873466543033898,58,33,0.5689655172413793,0.35758620689655174,20.740000000000002,9,7,2,1,0.1580923234030841,35,20,0.5714285714285714,0.31657142857142856,11.08,5,3,2,1,0.1976751187707558,28,13,0.4642857142857143,0.12500000000000003,3.500000000000001,4,3,1,1,0.23427954405347634,E1005,SPECIAL_TEAMS,THIRD_DOWN,SPECIAL_TEAMS+THIRD_DOWN,0.7222222222222222,2.559621870654764,B
NFL-U379,EXISTING_1859,LONG,PAIR,recent_edge_explosive_rate,<=,-1.7047830334765424e-05,rank_edge_sack_rate_allowed,>=,-6.0,DOG35_49,AWAY,383,180,0.4699738903394256,0.12509138381201046,47.910000000000004,20,13,7,2,0.06166318439488639,179,83,0.46368715083798884,0.12,21.48,9,5,4,2,0.09096543126660149,94,45,0.4787234042553192,0.13787234042553195,12.960000000000003,5,4,1,1,0.12438214930291326,110,52,0.4727272727272727,0.12245454545454548,13.470000000000002,6,4,2,2,0.11457214067525183,E0710,EXPLOSIVENESS,PASS_PROTECTION_RUSH,EXPLOSIVENESS+PASS_PROTECTION_RUSH,0.65,2.554556010370011,B
NFL-U380,EXISTING_1859,LONG,PAIR,recent_edge_success_rate,>=,0.0744940502332196,rank_edge_def_allowed_success_rate,<=,-1.0,DOG35_49,AWAY,102,54,0.5294117647058824,0.255392156862745,26.049999999999994,17,12,5,3,0.11867274405641669,49,26,0.5306122448979592,0.2791836734693877,13.679999999999998,9,5,4,3,0.17454918530226618,24,12,0.5,0.18416666666666667,4.42,4,3,1,1,0.2499984903336061,29,16,0.5517241379310345,0.27413793103448275,7.95,4,4,0,0,0.21849998999074466,E0677,EFFICIENCY,EFFICIENCY,EFFICIENCY,0.7058823529411765,2.55129803633033,B
NFL-U381,EXISTING_1859,LONG,PAIR,rank_edge_punt_return_average,>=,-9.0,rank_edge_def_allowed_explosive_rate,<=,-10.0,DOG35_49,ANY,415,195,0.46987951807228917,0.12597590361445785,52.28,20,13,7,2,0.05930396679984448,182,86,0.4725274725274725,0.14324175824175825,26.07,9,6,3,2,0.09053286142117199,94,43,0.4574468085106383,0.10074468085106388,9.470000000000004,5,3,2,2,0.12529409369349775,139,66,0.4748201438848921,0.120431654676259,16.740000000000002,6,4,2,1,0.10131400641560684,E0704,SPECIAL_TEAMS,EXPLOSIVENESS,EXPLOSIVENESS+SPECIAL_TEAMS,0.65,2.537868858552745,B
NFL-U382,EXISTING_1859,LONG,PAIR,rank_edge_sack_rate_allowed,>=,1.0,recent_edge_rush_epa_per_carry,>=,0.0657297309599617,DOG35_49,AWAY,203,99,0.4876847290640394,0.1627093596059113,33.029999999999994,20,15,5,2,0.08464494297976932,88,43,0.48863636363636365,0.1573863636363636,13.849999999999998,9,6,3,2,0.1280155071505319,55,25,0.45454545454545453,0.13490909090909087,7.419999999999998,5,4,1,1,0.17030668963321163,60,31,0.5166666666666667,0.196,11.76,6,5,1,1,0.15226875586048316,E0615,PASS_PROTECTION_RUSH,RUSHING,PASS_PROTECTION_RUSH+RUSHING,0.75,2.537646399236001,B
NFL-U383,EXISTING_1859,LONG,PAIR,recent_edge_third_down_success,>=,0.0,recent_edge_success_rate,>=,0.0744940502332196,DOG35_49,ANY,137,70,0.5109489051094891,0.19642335766423358,26.91,17,12,5,3,0.10112201887329976,68,34,0.5,0.18279411764705886,12.430000000000001,9,5,4,3,0.14553432258846496,31,15,0.4838709677419355,0.1338709677419355,4.15,3,3,0,0,0.2156573733282241,38,21,0.5526315789473685,0.27184210526315783,10.329999999999998,5,4,1,1,0.18937790470734797,E0578,THIRD_DOWN,EFFICIENCY,EFFICIENCY+THIRD_DOWN,0.7058823529411765,2.537072309898204,B
NFL-U384,CONTEXT_CORE_PAIR,LONG,PAIR,base_vs_open_prob_move,<=,-0.0016514764021672327,recent_edge_sack_or_hit_rate,>=,-0.0236181155150866,DOG35_49,AWAY,206,105,0.5097087378640777,0.2196601941747573,45.25,20,15,5,2,0.08428789284508797,109,57,0.5229357798165137,0.2643119266055046,28.810000000000006,9,7,2,1,0.11722310633745925,44,23,0.5227272727272727,0.2409090909090909,10.6,5,4,1,1,0.18245936098883597,53,25,0.4716981132075472,0.110188679245283,5.839999999999999,6,4,2,2,0.16430252164445172,P00145,OTHER,PASS_PROTECTION_RUSH,OTHER+PASS_PROTECTION_RUSH,0.75,2.5307666574612737,B
NFL-U385,EXISTING_1859,LONG,UNIVARIATE,recent_edge_fg_accuracy,<=,-0.25,,,,DOG35_49,AWAY,194,97,0.5,0.1973711340206185,38.28999999999999,20,14,6,2,0.08701314750818273,88,46,0.5227272727272727,0.24511363636363637,21.57,9,6,3,2,0.1289857746036719,42,20,0.47619047619047616,0.13047619047619044,5.479999999999999,5,4,1,1,0.18688688448793445,64,31,0.484375,0.17562500000000003,11.240000000000002,6,4,2,2,0.15393819540956163,E0737,SPECIAL_TEAMS,,SPECIAL_TEAMS,0.7,2.529470964038786,B
NFL-U386,CONTEXT_CORE_PAIR,LONG,PAIR,base_vs_open_prob_move,<=,-0.0016514764021672327,rank_edge_punt_return_average,>=,-5.0,DOG35_49,ANY,217,113,0.5207373271889401,0.2216589861751152,48.1,20,13,7,2,0.08049665061649985,103,57,0.5533980582524272,0.30951456310679615,31.880000000000003,9,6,3,1,0.11774083658634697,44,23,0.5227272727272727,0.20613636363636365,9.07,5,3,2,2,0.17759945428900306,70,33,0.4714285714285714,0.10214285714285719,7.150000000000003,6,4,2,2,0.1414148988518289,P00158,OTHER,SPECIAL_TEAMS,OTHER+SPECIAL_TEAMS,0.65,2.528675956350136,B
NFL-U387,CONTEXT_CORE_PAIR,LONG,PAIR,qb_prior_starts,<=,26.0,recent_edge_punt_return_average,>=,2.472222222222221,DOG35_49,AWAY,100,55,0.55,0.3323,33.23,13,10,3,2,0.12212064369369173,54,31,0.5740740740740741,0.41259259259259257,22.279999999999998,6,5,1,1,0.16879483723719302,21,12,0.5714285714285714,0.3471428571428572,7.290000000000001,3,3,0,0,0.2628834096606896,25,12,0.48,0.1464,3.66,4,2,2,2,0.24446532133072232,P00166,QB_CONTEXT,SPECIAL_TEAMS,QB_CONTEXT+SPECIAL_TEAMS,0.7692307692307693,2.524006465511156,B
NFL-U388,EXISTING_1859,LONG,PAIR,rank_edge_giveaway_rate,>=,-5.0,rank_edge_redzone_epa,>=,1.0,DOG35_49,AWAY,383,182,0.4751958224543081,0.1376762402088773,52.73000000000001,20,16,4,2,0.06179299342948059,169,82,0.48520710059171596,0.16514792899408284,27.91,9,7,2,1,0.09345351517849511,97,45,0.4639175257731959,0.12164948453608249,11.8,5,5,0,0,0.12439757586749432,117,55,0.4700854700854701,0.1112820512820513,13.020000000000003,6,4,2,2,0.11071163708052854,E0801,TURNOVERS,RED_ZONE,RED_ZONE+TURNOVERS,0.8,2.5192007036970026,B
NFL-U389,EXISTING_1859,LONG,PAIR,recent_edge_giveaway_rate,>=,-0.0071892476066567,recent_edge_success_rate,>=,0.0744940502332196,DOG35_49,AWAY,101,52,0.5148514851485149,0.2288118811881188,23.11,18,12,6,2,0.12024482345159482,51,25,0.49019607843137253,0.183921568627451,9.38,9,5,4,2,0.17190582885585193,21,12,0.5714285714285714,0.3919047619047619,8.23,4,4,0,0,0.2722705403923327,29,15,0.5172413793103449,0.1896551724137931,5.5,5,3,2,2,0.21869658827653948,E0777,TURNOVERS,EFFICIENCY,EFFICIENCY+TURNOVERS,0.6666666666666666,2.5170466434957945,B
NFL-U390,EXISTING_1859,LONG,PAIR,rank_edge_sack_rate_allowed,>=,-6.0,recent_edge_giveaway_rate,>=,0.0128759441071743,DOG35_49,AWAY,174,85,0.4885057471264368,0.1644827586206896,28.61999999999999,20,13,7,2,0.09134499163130061,87,40,0.45977011494252873,0.0903448275862069,7.86,9,5,4,2,0.12838971932658266,46,25,0.5434782608695652,0.33826086956521745,15.560000000000002,5,4,1,1,0.18448709532860316,41,20,0.4878048780487805,0.1268292682926829,5.199999999999999,6,4,2,2,0.18388869878151778,E0807,PASS_PROTECTION_RUSH,TURNOVERS,PASS_PROTECTION_RUSH+TURNOVERS,0.65,2.514001619467008,B
NFL-U391,CONTEXT_CORE_PAIR,LONG,PAIR,qb_prior_starts,<=,41.45000000000027,rank_edge_def_allowed_off_epa_per_play,<=,-10.0,DOG35_49,AWAY,93,53,0.5698924731182796,0.36526881720430104,33.97,16,12,4,2,0.12496232170781336,45,28,0.6222222222222222,0.5402222222222222,24.31,7,6,1,1,0.18258787531213258,18,10,0.5555555555555556,0.3077777777777778,5.540000000000001,4,3,1,1,0.2868610325525151,30,15,0.5,0.1373333333333333,4.119999999999999,5,3,2,1,0.21286493118220073,P00027,QB_CONTEXT,EFFICIENCY,EFFICIENCY+QB_CONTEXT,0.75,2.506949694208345,B
NFL-U392,EXISTING_1859,LONG,UNIVARIATE,recent_edge_success_rate,>=,0.0744940502332196,,,,DOG35_49,ANY,173,87,0.5028901734104047,0.17040462427745662,29.479999999999997,18,12,6,2,0.08941947161193319,85,41,0.4823529411764706,0.13858823529411765,11.780000000000001,9,5,4,2,0.12958705724151137,40,21,0.525,0.22125000000000003,8.850000000000001,4,3,1,1,0.18775911582909383,48,25,0.5208333333333334,0.18437499999999998,8.85,5,4,1,1,0.16688290216899848,E0700,EFFICIENCY,,EFFICIENCY,0.6666666666666666,2.5063676817259486,B
NFL-U393,EXISTING_1859,LONG,PAIR,rank_edge_punt_return_average,>=,-5.0,rank_edge_yards_per_play,<=,-10.0,DOG35_49,AWAY,156,77,0.4935897435897436,0.20955128205128204,32.69,18,12,6,2,0.09931183158138283,59,30,0.5084745762711864,0.2620338983050848,15.46,7,4,3,2,0.16431477177454462,42,21,0.5,0.23357142857142854,9.809999999999999,5,4,1,1,0.1941014083618588,55,26,0.4727272727272727,0.13490909090909095,7.420000000000002,6,4,2,1,0.1648604905016234,E0866,SPECIAL_TEAMS,EFFICIENCY,EFFICIENCY+SPECIAL_TEAMS,0.6666666666666666,2.4876080478696148,B
